year,team,player,position,birthdate,college
1995,MIN,David Palmer,RB,11/19/1972,Alabama  
1995,MIN,Bobby Phillips,RB,12/8/1969,Virginia Union  
1995,MIN,John Randle,DE,12/12/1967,Texas A&M-Kingsville  
1995,MIN,Jake Reed,WR,9/28/1967,Grambling  
1995,MIN,Fuad Reveiz,K,2/24/1963,Tennessee  
1995,MIN,Mike Saxon,P,7/10/1962,San Diego State  
1995,MIN,Fernando Smith,DE,8/2/1971,Jackson State  
1995,MIN,Robert Smith,RB,3/4/1972,Ohio State  
1995,MIN,Todd Steussie,OT,12/1/1970,California  
1995,MIN,James Stewart,RB,12/8/1971,Miami  
1995,MIN,Korey Stringer,OT,5/8/1974,Ohio State  
1995,MIN,Broderick Thomas,DE,2/20/1967,Nebraska  
1995,MIN,Orlando Thomas,DB,10/21/1972,Southwestern Louisiana  
1995,MIN,Mike Tice,TE,2/2/1959,Maryland  
1995,MIN,Esera Tuaolo,DT,7/11/1968,Oregon State  
1995,MIN,Chris Walsh,WR,12/12/1968,Stanford  
1995,MIN,Dewayne Washington,DB,12/27/1972,North Carolina State  
1995,NEW,Bobby Abrams,LB,4/12/1967,Michigan  
1995,NEW,Bruce Armstrong,OT,9/7/1965,Louisville  
1995,NEW,Matt Bahr,K,7/6/1956,Penn State  
1995,NEW,Troy Barnett,DT,5/24/1971,North Carolina  
1995,NEW,Drew Bledsoe,QB,2/14/1972,Washington State  
1995,NEW,Vincent Brisby,WR,1/25/1971,Northeast Louisiana  
1995,NEW,Corwin Brown,DB,4/25/1970,Michigan  
1995,NEW,Troy Brown,WR,7/2/1971,Marshall  
1995,NEW,Vincent Brown,LB,1/9/1965,Mississippi Valley State  
1995,NEW,John Burke,TE,9/7/1971,Virginia Tech  
1995,NEW,Eddie Cade,DB,8/4/1973,Arizona State  
1995,NEW,Alcides Catanho,LB,1/20/1972,Rutgers  
1995,NEW,Ben Coates,TE,8/16/1969,Livingstone  
1995,NEW,Ferric Collons,DE,12/4/1969,California  
1995,NEW,Corey Croom,RB,5/22/1971,Ball State  
1995,NEW,Jeff Dellenbach,OG,2/14/1963,Wisconsin  
1995,NEW,Steve DeOssie,LB,11/22/1962,Boston College  
1995,NEW,David Frisch,TE,6/22/1970,Colorado State  
1995,NEW,Sam Gash,RB,3/7/1969,Penn State  
1995,NEW,Mike Gisler,C,8/26/1969,Houston  
1995,NEW,Hason Graham,WR,3/21/1971,Georgia  
1995,NEW,Rupert Grant,RB,11/5/1973,Howard  
1995,NEW,David Green,RB,4/18/1972,Boston College  
1995,NEW,Myron Guyton,DB,8/26/1967,Eastern Kentucky  
1995,NEW,Pat Harlow,OT,3/16/1969,Southern California  
1995,NEW,Jimmy Hitchcock,DB,11/9/1971,North Carolina  
1995,NEW,Maurice Hurst,DB,9/17/1967,Southern  
1995,NEW,Ted Johnson,LB,12/4/1972,Colorado  
1995,NEW,Aaron Jones,DE,12/18/1966,Eastern Kentucky  
1995,NEW,Mike Jones,DT,8/25/1969,North Carolina State  
1995,NEW,Bob Kratch,OG,1/6/1966,Iowa  
1995,NEW,Max Lane,OT,2/22/1971,Navy  
1995,NEW,Ty Law,DB,2/10/1974,Michigan  
1995,NEW,Kevin Lee,WR,1/1/1971,Alabama  
1995,NEW,Vernon Lewis,DB,10/27/1970,Pittsburgh  
1995,NEW,Curtis Martin,RB,5/1/1973,Pittsburgh  
1995,NEW,Willie McGinest,DE,12/11/1971,Southern California  
1995,NEW,David Meggett,RB,4/30/1966,Towson  
1995,NEW,Brandon Moore,OT,6/21/1970,Duke  
1995,NEW,Marty Moore,LB,3/19/1971,Kentucky  
1995,NEW,Will Moore,WR,2/21/1970,Texas Southern  
1995,NEW,Pat O'Neill,P,2/9/1971,Syracuse  
1995,NEW,Andre President,TE,6/16/1971,Angelo State  
1995,NEW,Terry Ray,DB,10/12/1969,Oklahoma  
1995,NEW,Ricky Reynolds,DB,1/19/1965,Washington State  
1995,NEW,Tim Roberts,DE,4/14/1969,Southern Mississippi  
1995,NEW,William Roberts,OG,8/5/1962,Ohio State  
1995,NEW,Todd Rucci,OG,7/14/1970,Penn State  
1995,NEW,Dwayne Sabb,LB,10/9/1969,New Hampshire  
1995,NEW,Chris Slade,LB,1/30/1971,Virginia  
1995,NEW,Bryan Wagner,P,3/28/1962,Cal State-Northridge  
1995,NEW,Bruce Walker,DT,7/18/1972,UCLA  
1995,NEW,Larry Whigham,DB,6/23/1972,Northeast Louisiana  
1995,NEW,Reggie White,DT,3/22/1970,North Carolina A&T  
1995,NEW,Dave Wohlabaugh,C,4/13/1972,Syracuse  
1995,NEW,Carlos Yancy,DB,6/24/1970,Georgia  
1995,NEW,Scott Zolak,QB,12/13/1967,Maryland  
1995,NOR,Eric Allen,DB,11/22/1965,Arizona State  
1995,NOR,Mario Bates,RB,1/16/1973,Arizona State  
1995,NOR,Kirk Botkin,TE,3/19/1971,Arkansas  
1995,NOR,Doug Brien,K,11/24/1970,California  
1995,NOR,Willie Broughton,DT,9/9/1964,Miami  
1995,NOR,Derek Brown,RB,4/15/1971,Nebraska  
1995,NOR,Vince Buck,DB,1/12/1968,Central State  
1995,NOR,Israel Byrd,DB,2/1/1971,Utah State  
1995,NOR,Ron Childs,LB,9/18/1971,Washington State  
1995,NOR,Richard Cooper,OT,11/1/1964,Tennessee  
1995,NOR,Lee DeRamus,WR,8/24/1972,Wisconsin  
1995,NOR,Ernest Dixon,LB,10/17/1971,South Carolina  
1995,NOR,Jim Dombrowski,OG,10/19/1963,Virginia  
1995,NOR,Vaughn Dunbar,RB,9/4/1968,Indiana  
1995,NOR,Quinn Early,WR,4/13/1965,Iowa  
1995,NOR,Tory Epps,DT,5/28/1967,Memphis  
1995,NOR,Jim Everett,QB,1/3/1963,Purdue  
1995,NOR,Mark Fields,LB,11/9/1972,Washington State  
1995,NOR,Robert Goff,DT,10/2/1965,Auburn  
1995,NOR,Richard Harvey,LB,9/11/1966,Tulane  
1995,NOR,Michael Haynes,WR,12/24/1965,Northern Arizona  
1995,NOR,Tom Hodson,QB,1/28/1967,Louisiana State  
1995,NOR,Tyrone Hughes,DB,1/14/1970,Nebraska  
1995,NOR,Dameian Jeffries,DE,5/7/1973,Alabama  
1995,NOR,Joe Johnson,DE,7/11/1972,Louisville  
1995,NOR,John Johnson,LB,5/8/1968,Clemson  
1995,NOR,Brian Jones,LB,1/22/1968,Texas  
1995,NOR,Ernest Jones,LB,4/1/1971,Oregon  
1995,NOR,Ed King,OG,12/3/1969,Auburn  
1995,NOR,Alan Kline,OT,5/25/1971,Ohio State  
1995,NOR,Tyrone Legette,DB,2/15/1970,Nebraska  
1995,NOR,Chip Lohmiller,K,7/16/1966,Minnesota  
1995,NOR,Sean Lumpkin,DB,1/4/1970,Minnesota  
1995,NOR,Wayne Martin,DT,10/26/1965,Arkansas  
1995,NOR,J.J. McCleskey,DB,4/10/1970,Tennessee  
1995,NOR,Andy McCollum,C,6/2/1970,Toledo  
1995,NOR,Lorenzo Neal,RB,12/27/1970,Fresno State  
1995,NOR,Derrick Ned,RB,1/5/1969,Grambling  
1995,NOR,Anthony Newman,DB,11/21/1965,Oregon  
1995,NOR,Craig Novitsky,OG,5/12/1971,UCLA  
1995,NOR,Shane Pahukoa,DB,11/25/1970,Washington  
1995,NOR,Chris Port,OL,11/2/1967,Duke  
1995,NOR,Rufus Porter,LB,5/18/1965,Southern  
1995,NOR,Steve Rhem,WR,11/9/1971,Minnesota  
1995,NOR,Willie Roaf,OT,4/18/1970,Louisiana Tech  
1995,NOR,Torrance Small,WR,9/6/1970,Alcorn State  
1995,NOR,Irv Smith,TE,10/13/1971,Notre Dame  
1995,NOR,Jimmy Spencer,DB,3/29/1969,Florida  
1995,NOR,Israel Stanley,DE,4/21/1970,Arizona State  
1995,NOR,Winfred Tubbs,LB,9/24/1970,Texas  
1995,NOR,Renaldo Turnbull,LB,1/5/1966,West Virginia  
1995,NOR,Jeff Uhlenhake,C,1/28/1966,Ohio State  
1995,NOR,Wesley Walls,TE,2/26/1966,Mississippi  
1995,NOR,Klaus Wilmsmeyer,P,12/4/1967,Louisville  
1995,NOR,Ray Zellars,RB,3/25/1973,Notre Dame  
1995,NYG,Ray Agnew,DT,12/9/1967,North Carolina State  
1995,NYG,Derek Allen,OG,1/30/1971,Illinois  
1995,NYG,Jessie Armstead,LB,10/26/1970,Miami  
1995,NYG,Willie Beamon,DB,6/14/1970,Northern Iowa  
1995,NYG,Greg Bishop,OG,5/2/1971,Pacific  
1995,NYG,Chad Bratzke,DE,9/15/1971,Eastern Kentucky  
1995,NYG,Michael Brooks,LB,10/2/1964,Louisiana State  
1995,NYG,Dave Brown,QB,2/25/1970,Duke  
1995,NYG,Marcus Buckley,LB,2/3/1971,Texas A&M  
1995,NYG,Chris Calloway,WR,3/29/1968,Michigan  
1995,NYG,Jesse Campbell,DB,4/11/1969,North Carolina State  
1995,NYG,Mike Croel,DE,6/6/1969,Nebraska  
1995,NYG,Howard Cross,TE,8/8/1967,Alabama  
1995,NYG,Brad Daluiso,K,12/31/1967,UCLA  
1995,NYG,Stacey Dillard,DT,9/17/1968,Oklahoma  
1995,NYG,Omar Douglas,WR,6/3/1972,Minnesota  
1995,NYG,Maurice Douglass,DB,2/12/1964,Kentucky  
1995,NYG,Jamal Duff,DE,3/11/1972,San Diego State  
1995,NYG,Keith Elias,RB,2/3/1972,Princeton  
1995,NYG,Jumbo Elliott,OT,4/1/1965,Michigan  
1995,NYG,Vencie Glenn,DB,10/26/1964,Indiana State  
1995,NYG,Scott Gragg,OT,2/28/1972,Montana  
1995,NYG,Keith Hamilton,DT,5/25/1971,Pittsburgh  
1995,NYG,Rodney Hampton,RB,4/3/1969,Georgia  
1995,NYG,Gary Harrell,WR,1/23/1972,Howard  
1995,NYG,Robert Harris,DT,6/13/1969,Southern  
1995,NYG,Mike Horan,P,2/1/1959,Long Beach State  
1995,NYG,Brian Kozlowski,TE,10/4/1970,Connecticut  
1995,NYG,Thomas Lewis,WR,1/10/1972,Indiana  
1995,NYG,Tommy Maddox,QB,9/2/1971,UCLA  
1995,NYG,Arthur Marshall,WR,4/29/1969,Georgia  
1995,NYG,Corey Miller,LB,10/25/1968,South Carolina  
1995,NYG,Aaron Pierce,TE,9/6/1969,Washington  
1995,NYG,Thomas Randolph,DB,10/5/1970,Kansas State  
1995,NYG,Doug Riesenberg,OT,7/22/1965,California  
1995,NYG,Coleman Rudolph,LB,10/22/1970,Georgia Tech  
1995,NYG,Adam Schreiber,C,2/20/1962,Texas  
1995,NYG,Jason Sehorn,DB,4/15/1971,Southern California  
1995,NYG,Mike Sherrard,WR,6/21/1963,UCLA  
1995,NYG,Lance Smith,OG,1/1/1963,Louisiana State  
1995,NYG,Phillippi Sparks,DB,4/15/1969,Arizona State  
1995,NYG,Michael Strahan,DE,11/21/1971,Texas Southern  
1995,NYG,Ben Talley,LB,7/14/1972,Tennessee  
1995,NYG,Herschel Walker,RB,3/3/1962,Georgia  
1995,NYG,Tim Watson,DB,8/13/1970,Howard  
1995,NYG,Charles Way,RB,12/27/1972,Virginia  
1995,NYG,Tyrone Wheatley,RB,1/19/1972,Michigan  
1995,NYG,Corey Widmer,LB,12/25/1968,Montana State  
1995,NYG,Brian Williams,C,6/8/1966,Minnesota  
1995,NYG,Tito Wooten,DB,12/12/1971,Northeast Louisiana  
1995,NYG,Rodney Young,DB,1/25/1973,Louisiana State  
1995,NYG,Rob Zatechka,OG,12/1/1971,Nebraska  
1995,NYJ,Richie Anderson,RB,9/13/1971,Penn State  
1995,NYJ,Kurt Barber,DE,1/5/1969,Southern California  
1995,NYJ,Brad Baxter,RB,5/5/1967,Alabama State  
1995,NYJ,Fred Baxter,TE,6/14/1971,Auburn  
1995,NYJ,Lou Benfatti,DT,3/9/1971,Penn State  
1995,NYJ,John Bock,C,2/11/1971,Indiana State  
1995,NYJ,Kyle Brady,TE,1/14/1972,Penn State  
1995,NYJ,Bubby Brister,QB,8/15/1962,Northeast Louisiana  
1995,NYJ,Matt Brock,DT,1/14/1966,Oregon  
1995,NYJ,James Brown,OT,1/3/1970,Virginia State  
1995,NYJ,Glenn Cadrez,LB,1/2/1970,Houston  
1995,NYJ,Ron Carpenter,DB,1/20/1970,Miami (OH)  
1995,NYJ,Dexter Carter,RB,9/15/1967,Florida State  
1995,NYJ,Chad Cascadden,LB,5/14/1972,Wisconsin  
1995,NYJ,Tony Casillas,DT,10/26/1963,Oklahoma  
1995,NYJ,Curtis Ceaser,WR,8/11/1972,Grambling  
1995,NYJ,Wayne Chrebet,WR,8/14/1973,Hofstra  
1995,NYJ,Kyle Clifton,LB,8/23/1962,Texas Christian  
1995,NYJ,Tyrone Davis,TE,6/30/1972,Virginia  
1995,NYJ,Cal Dixon,C,10/11/1969,Florida  
1995,NYJ,Hugh Douglas,DE,8/23/1971,Central State  
1995,NYJ,Roger Duffy,C,7/16/1967,Penn State  
1995,NYJ,Boomer Esiason,QB,4/17/1961,Maryland  
1995,NYJ,Donald Evans,DE,3/14/1964,Winston-Salem State  
1995,NYJ,Glenn Foley,QB,10/10/1970,Boston College  
1995,NYJ,Aaron Glenn,DB,7/16/1972,Texas A&M  
1995,NYJ,Victor Green,DB,12/8/1969,Akron  
1995,NYJ,Carl Greenwood,DB,3/11/1972,UCLA  
1995,NYJ,Brian Hansen,P,10/26/1960,Sioux Falls  
1995,NYJ,Carlton Haselrig,OG,1/22/1966,Pittsburgh-Johnstown  
1995,NYJ,Melvin Hayes,OT,4/28/1973,Mississippi State  
1995,NYJ,Bobby Houston,LB,10/26/1967,North Carolina State  
1995,NYJ,Erik Howard,DT,11/12/1964,Washington State  
1995,NYJ,Gary Jones,DB,11/30/1967,Texas A&M  
1995,NYJ,Marvin Jones,LB,6/28/1972,Florida State  
1995,NYJ,Vance Joseph,DB,9/20/1972,Colorado  
1995,NYJ,Mo Lewis,LB,10/21/1969,Georgia  
1995,NYJ,Nick Lowery,K,5/27/1956,Dartmouth  
1995,NYJ,Siupeli Malamala,OT,1/15/1969,Washington  
1995,NYJ,Wilber Marshall,LB,4/18/1962,Florida  
1995,NYJ,Eddie Mason,LB,1/9/1972,North Carolina  
1995,NYJ,Sherriden May,RB,8/10/1973,Idaho  
1995,NYJ,Everett McIver,OG,8/5/1970,Elizabeth City State  
1995,NYJ,Johnny Mitchell,TE,1/20/1971,Nebraska  
1995,NYJ,Ronald Moore,RB,1/26/1970,Pittsburg State  
1995,NYJ,Adrian Murrell,RB,10/16/1970,West Virginia  
1995,NYJ,Matt O'Dwyer,OG,9/1/1972,Northwestern  
1995,NYJ,Anthony Prior,DB,3/27/1970,Washington State  
1995,NYJ,Kenyon Rasheed,RB,8/23/1970,Oklahoma  
1995,NYJ,Todd Scott,DB,1/23/1968,Southwestern Louisiana  
1995,NYJ,Don Silvestri,K,12/25/1968,Pittsburgh  
1995,NYJ,Otis Smith,DB,10/22/1965,Missouri  
1995,NYJ,Marc Spindler,DT,11/28/1969,Pittsburgh  
1995,NYJ,Jeff Sydner,WR,11/11/1969,Hawaii  
1995,NYJ,Marcus Turner,DB,1/13/1966,UCLA  
1995,NYJ,Marvin Washington,DE,10/22/1965,Idaho  
1995,NYJ,Matt Willig,OT,1/21/1969,Southern California  
1995,NYJ,Charles Wilson,WR,7/1/1968,Memphis  
1995,NYJ,Terrence Wisdom,OG,12/4/1971,Syracuse  
1995,NYJ,Ryan Yarborough,WR,4/26/1971,Wyoming  
1995,NYJ,Lonnie Young,DB,7/18/1963,Michigan State  
1995,OAK,Eddie Anderson,DB,7/22/1963,Fort Valley State  
1995,OAK,Joe Aska,RB,7/14/1972,Central Oklahoma  
1995,OAK,Eric Ball,RB,7/1/1966,UCLA  
1995,OAK,Jerry Ball,DT,12/15/1964,Southern Methodist  
1995,OAK,Greg Biekert,LB,3/14/1969,Colorado  
1995,OAK,Tim Brown,WR,7/22/1966,Notre Dame  
1995,OAK,Aundray Bruce,DE,4/30/1966,Auburn  
1995,OAK,Kerry Cash,TE,8/7/1969,Texas  
1995,OAK,Matt Dyson,DT,8/1/1972,Michigan  
1995,OAK,Vince Evans,QB,6/14/1955,Southern California  
1995,OAK,Derrick Fenner,RB,4/6/1967,North Carolina  
1995,OAK,James Folston,LB,8/14/1971,Northeast Louisiana  
1995,OAK,Cole Ford,K,12/31/1972,Southern California  
1995,OAK,Keith Franklin,LB,3/4/1970,South Carolina  
1995,OAK,Rob Fredrickson,LB,5/13/1971,Michigan State  
1995,OAK,Russell Freeman,OT,9/2/1969,Georgia Tech  
1995,OAK,Andrew Glover,TE,8/12/1967,Grambling  
1995,OAK,Kevin Gogan,OG,11/2/1964,Washington  
1995,OAK,Jeff Gossett,P,1/25/1957,Eastern Illinois  
1995,OAK,Nolan Harrison,DE,1/25/1969,Indiana  
1995,OAK,Daryl Hobbs,WR,5/23/1968,Pacific  
1995,OAK,Billy Joe Hobert,QB,1/8/1971,Washington  
1995,OAK,Rob Holmberg,LB,5/6/1971,Penn State  
1995,OAK,Derrick Hoskins,DB,11/14/1970,Southern Mississippi  
1995,OAK,Jeff Hostetler,QB,4/22/1961,West Virginia  
1995,OAK,Raghib Ismail,WR,11/18/1969,Notre Dame  
1995,OAK,Jeff Jaeger,K,11/26/1964,Washington  
1995,OAK,Robert Jenkins,OT,12/30/1963,UCLA  
1995,OAK,James Jett,WR,12/28/1970,West Virginia  
1995,OAK,Calvin Jones,RB,11/27/1970,Nebraska  
1995,OAK,Mike Jones,LB,4/15/1969,Missouri  
1995,OAK,Napoleon Kaufman,RB,6/7/1973,Washington  
1995,OAK,Carl Kidd,DB,6/14/1973,Arkansas  
1995,OAK,Joe King,DB,5/7/1968,Oklahoma State  
1995,OAK,Jeff Kysar,OT,6/14/1972,Arizona State  
1995,OAK,Dan Land,DB,7/3/1965,Albany State  
1995,OAK,Albert Lewis,DB,10/6/1960,Grambling  
1995,OAK,Terry McDaniel,DB,2/8/1965,Tennessee  
1995,OAK,Chester McGlockton,DT,9/16/1969,Clemson  
1995,OAK,Mike Morton,LB,3/28/1972,North Carolina  
1995,OAK,Najee Mustafaa,DB,6/20/1964,Georgia Tech  
1995,OAK,Gerald Perry,OT,11/12/1964,Southern  
1995,OAK,Bruce Pickens,DB,5/9/1968,Nebraska  
1995,OAK,Austin Robbins,DT,3/1/1971,North Carolina  
1995,OAK,Barret Robbins,C,8/26/1973,Texas Christian  
1995,OAK,Greg Skrepenak,OG,1/31/1970,Michigan  
1995,OAK,Anthony Smith,DE,6/28/1967,Arizona  
1995,OAK,Richard Stephens,OL,1/1/1965,Tulsa  
1995,OAK,Pat Swilling,LB,10/25/1964,Georgia Tech  
1995,OAK,James Trapp,DB,12/28/1969,Clemson  
1995,OAK,Dan Turk,C,6/25/1962,Wisconsin  
1995,OAK,Aaron Wallace,LB,4/17/1967,Texas A&M  
1995,OAK,Harvey Williams,RB,4/22/1967,Louisiana State  
1995,OAK,Steve Wisniewski,OG,4/7/1967,Penn State  
1995,PHI,Gary Anderson,K,7/16/1959,Syracuse  
1995,PHI,Fred Barnett,WR,6/17/1966,Arkansas State  
1995,PHI,Harry Boatswain,OG,6/26/1969,New Haven  
1995,PHI,Barrett Brooks,OT,5/5/1972,Kansas State  
1995,PHI,Rob Carpenter,WR,8/1/1968,Syracuse  
1995,PHI,Mike Chalenski,DE,1/28/1970,UCLA  
1995,PHI,Frank Cornish,C,9/24/1967,UCLA  
1995,PHI,Randall Cunningham,QB,3/27/1963,Nevada-Las Vegas  
1995,PHI,Antone Davis,OT,2/28/1967,Tennessee  
1995,PHI,Nate Dingle,LB,9/22/1972,Cincinnati  
1995,PHI,Ronnie Dixon,DT,5/10/1971,Cincinnati  
1995,PHI,Troy Drake,OT,5/15/1972,Indiana  
1995,PHI,Mohammed Elewonibi,OT,12/16/1965,Brigham Young  
1995,PHI,Derrick Frazier,DB,4/29/1970,Texas A&M  
1995,PHI,William Fuller,DE,3/8/1962,North Carolina  
1995,PHI,Charlie Garner,RB,2/13/1972,Tennessee  
1995,PHI,Kurt Gouveia,LB,9/14/1964,Brigham Young  
1995,PHI,Mark Gunn,DT,7/24/1968,Pittsburgh  
1995,PHI,Rhett Hall,DT,12/5/1968,California  
1995,PHI,Andy Harmon,DT,4/6/1969,Kent State  
1995,PHI,Jerome Henderson,DB,8/8/1969,Clemson  
1995,PHI,Steve Hendrickson,LB,8/30/1966,California  
1995,PHI,Lester Holmes,OG,9/27/1969,Jackson State  
1995,PHI,John Hudson,OG,1/29/1968,Auburn  
1995,PHI,Tom Hutton,P,7/8/1972,Tennessee  
1995,PHI,Greg Jackson,DB,8/20/1966,Louisiana State  
1995,PHI,Greg Jefferson,DT,8/31/1977,Central Florida  
1995,PHI,Jimmie Johnson,TE,10/6/1966,Howard  
1995,PHI,Kevin Johnson,DT,10/30/1970,Texas Southern  
1995,PHI,Reggie Johnson,TE,1/27/1968,Florida State  
1995,PHI,Chris Jones,WR,8/7/1971,Miami  
1995,PHI,Mike Mamula,DE,8/14/1973,Boston College  
1995,PHI,Kelvin Martin,WR,5/14/1965,Boston College  
1995,PHI,Fred McCrary,RB,9/19/1972,Mississippi State  
1995,PHI,Guy McIntyre,OG,2/17/1961,Georgia  
1995,PHI,Raleigh McKenzie,OG,2/8/1963,Tennessee  
1995,PHI,Mark McMillian,DB,4/29/1970,Alabama  
1995,PHI,Dexter McNabb,RB,7/9/1969,Florida  
1995,PHI,Art Monk,WR,12/5/1957,Syracuse  
1995,PHI,Derrick Oden,LB,9/29/1970,Alabama  
1995,PHI,Joe Panos,OG,1/24/1971,Wisconsin  
1995,PHI,Rodney Peete,QB,3/16/1966,Southern California  
1995,PHI,Bill Romanowski,LB,4/2/1966,Boston College  
1995,PHI,Joe Rudolph,OG,7/21/1972,Wisconsin  
1995,PHI,James Saxon,RB,3/23/1966,San Jose State  
1995,PHI,Daniel Stubbs,DE,1/3/1965,Miami  
1995,PHI,Bobby Taylor,DB,12/28/1973,Notre Dame  
1995,PHI,William Thomas,LB,8/13/1968,Texas A&M  
1995,PHI,Greg Tremble,DB,4/16/1972,Georgia  
1995,PHI,Kevin Turner,RB,6/12/1969,Alabama  
1995,PHI,Frank Wainright,TE,10/10/1967,Northern Colorado  
1995,PHI,Ricky Watters,RB,4/7/1969,Notre Dame  
1995,PHI,Ed West,TE,8/2/1961,Auburn  
1995,PHI,David Whitmore,DB,7/6/1967,Stephen F. Austin  
1995,PHI,Barry Wilburn,DB,12/9/1963,Mississippi  
1995,PHI,Calvin Williams,WR,3/3/1967,Purdue  
1995,PHI,James Willis,LB,9/2/1972,Auburn  
1995,PHI,Derrick Witherspoon,RB,2/14/1971,Clemson  
1995,PHI,Marc Woodard,LB,2/21/1970,Mississippi State  
1995,PHI,Sylvester Wright,DE,12/30/1971,Kansas  
1995,PHI,Eric Zomalt,DB,8/9/1972,California  
1995,PHI,Michael Zordich,DB,10/12/1963,Penn State  
1995,PIT,Steve Avery,RB,8/18/1966,Northern Michigan  
1995,PIT,Johnnie Barnes,WR,7/21/1968,Hampton  
1995,PIT,Myron Bell,DB,9/15/1971,Michigan State  
1995,PIT,Chad Brown,LB,7/12/1970,Colorado  
1995,PIT,Mark Bruener,TE,9/16/1972,Washington  
1995,PIT,Brentson Buckner,DT,9/30/1971,Clemson  
1995,PIT,Dermontti Dawson,C,6/17/1965,Kentucky  
1995,PIT,Ta'ase Faumui,DE,3/19/1971,Hawaii  
1995,PIT,Deon Figures,DB,1/20/1970,Colorado  
1995,PIT,Lethon Flowers,DB,1/14/1973,Georgia Tech  
1995,PIT,Randy Fuller,DB,6/2/1970,Tennessee State  
1995,PIT,Kendall Gammon,TE,10/23/1968,Pittsburg State  
1995,PIT,Oliver Gibson,DT,3/15/1972,Notre Dame  
1995,PIT,Jason Gildon,LB,7/31/1972,Oklahoma State  
1995,PIT,Kevin Greene,LB,7/31/1962,Auburn  
1995,PIT,Tracy Greene,TE,11/5/1972,Grambling  
1995,PIT,Andre Hastings,WR,11/7/1970,Georgia  
1995,PIT,Jonathan Hayes,TE,8/11/1962,Iowa  
1995,PIT,Kevin Henry,DE,10/23/1968,Mississippi State  
1995,PIT,Corey Holliday,WR,1/31/1971,North Carolina  
1995,PIT,John Jackson,OT,1/4/1965,Eastern Kentucky  
1995,PIT,Bill Johnson,DT,12/9/1968,Michigan State  
1995,PIT,Charles Johnson,WR,1/3/1972,Colorado  
1995,PIT,Norm Johnson,K,5/31/1960,UCLA  
1995,PIT,Donta Jones,LB,8/27/1972,Nebraska  
1995,PIT,Levon Kirkland,LB,2/17/1969,Clemson  
1995,PIT,Carnell Lake,DB,7/15/1967,UCLA  
1995,PIT,Tim Lester,RB,6/15/1968,Eastern Kentucky  
1995,PIT,Greg Lloyd,LB,5/26/1965,Fort Valley State  
1995,PIT,Alvoid Mays,DB,7/10/1966,West Virginia  
1995,PIT,Fred McAfee,RB,6/20/1968,Mississippi College  
1995,PIT,Jim Miller,QB,2/9/1971,Michigan State  
1995,PIT,Ernie Mills,WR,10/28/1968,Florida  
1995,PIT,Bam Morris,RB,1/13/1972,Texas Tech  
1995,PIT,Tom Newberry,OG,12/20/1962,Wisconsin-LaCrosse  
1995,PIT,Neil O'Donnell,QB,7/3/1966,Maryland  
1995,PIT,Chris Oldham,DB,10/26/1968,Oregon  
1995,PIT,Jerry Olsavsky,LB,3/29/1967,Pittsburgh  
1995,PIT,Lonnie Palelei,OT,10/15/1970,Nevada-Las Vegas  
1995,PIT,James Parrish,OT,5/19/1968,Temple  
1995,PIT,Erric Pegram,RB,1/7/1969,North Texas  
1995,PIT,Darren Perry,DB,12/29/1968,Penn State  
1995,PIT,Eric Ravotti,LB,3/16/1971,Penn State  
1995,PIT,Ray Seals,DE,6/17/1965,  
1995,PIT,Leon Searcy,OT,12/21/1969,Miami  
1995,PIT,Ariel Solomon,C,7/16/1968,Colorado  
1995,PIT,Brenden Stai,OG,3/30/1972,Nebraska  
1995,PIT,Rohn Stark,P,5/4/1959,Florida State  
1995,PIT,Joel Steed,DT,2/17/1969,Colorado  
1995,PIT,Kordell Stewart,QB,10/16/1972,Colorado  
1995,PIT,Justin Strzelczyk,OT,8/18/1968,Maine  
1995,PIT,Yancey Thigpen,WR,8/15/1969,Winston-Salem State  
1995,PIT,Mike Tomczak,QB,10/23/1962,Ohio State  
1995,PIT,John Williams,RB,11/23/1964,Florida  
1995,PIT,Willie Williams,DB,12/26/1970,Western Carolina  
1995,PIT,Rod Woodson,DB,3/10/1965,Purdue  
1995,SFO,Oliver Barnett,DE,4/9/1966,Kentucky  
1995,SFO,Harris Barton,OT,4/19/1964,North Carolina  
1995,SFO,Michael Brandon,DE,7/30/1968,Florida  
1995,SFO,Doug Brien,K,11/24/1970,California  
1995,SFO,Dennis Brown,DE,11/6/1967,Washington  
1995,SFO,Junior Bryant,DE,1/16/1971,Notre Dame  
1995,SFO,Mike Caldwell,WR,3/28/1971,California  
1995,SFO,Brett Carolan,TE,3/16/1971,Washington State  
1995,SFO,Dexter Carter,RB,9/15/1967,Florida State  
1995,SFO,Cary Conklin,QB,2/29/1968,Washington  
1995,SFO,Toi Cook,DB,12/3/1964,Stanford  
1995,SFO,Chris Dalman,OG,3/15/1970,Stanford  
1995,SFO,Eric Davis,DB,1/26/1968,Jacksonville State  
1995,SFO,Derrick Deese,OT,5/17/1970,Southern California  
1995,SFO,Dedrick Dodge,DB,6/14/1967,Florida State  
1995,SFO,Tyronne Drakeford,DB,6/21/1971,Virginia Tech  
1995,SFO,Ricky Ervins,RB,12/7/1968,Southern California  
1995,SFO,William Floyd,RB,2/17/1972,Florida State  
1995,SFO,Jamal Fountaine,LB,1/29/1971,Washington  
1995,SFO,Antonio Goss,LB,8/11/1966,North Carolina  
1995,SFO,Elvis Grbac,QB,8/13/1970,Michigan  
